question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_eng_b_grammar_0121,1,ENGLISH_B | Objective Grammar | Grammar Option | Past Paper | 2022 Sargodha Board,Analyze,[[Some]] are born great. The underlined word is an ______ pronoun.,possessive,indefinite,reflexive,personal,B | indefinite,Medium,1,ELITE,1
q_9_eng_b_grammar_0122,1,ENGLISH_B | Objective Grammar | Grammar Option | Past Paper | 2022 Sargodha Board,Analyze,"If you had studied hard, you ______ succeeded.",would,will,will have,would have,D | would have,Hard,1,ELITE,1
q_9_eng_b_grammar_0123,1,ENGLISH_B | Objective Grammar | Grammar Option | Past Paper | 2023 Gujranwala Board,Analyze,She gave ______ all the money to the poor.,out,through,in,away,D | away,Medium,1,ULTRA,1
q_9_eng_b_grammar_0124,1,ENGLISH_B | Objective Grammar | Grammar Option | Past Paper | 2024 Gujranwala Board,Analyze,He finished first [[though he began late]]. The underlined part is an ______.,adjective clause,prepositional clause,adverb clause,noun clause,C | adverb clause,Hard,1,ELITE,1
q_9_eng_b_grammar_0125,1,ENGLISH_B | Objective Grammar | Grammar Option | Past Paper | 2024 Gujranwala Board,Analyze,There was a [[crowd]] outside. The underlined word is a/an ______ noun.,countable,proper,collective,uncountable,C | collective,Medium,1,ELITE,1
TOPIC_SEP,1,ENGLISH_B | Objective Grammar | Choose the Correct Grammar Option | Mind-Sharp Board-Pattern Practice,Topic,,,,,,,,,,1
q_9_eng_b_grammar_0126,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Nouns,Analyze,[[Honesty]] is the best policy. The underlined word is a/an ______ noun.,proper,abstract,material,collective,B | abstract,Easy,1,ULTRA,1
q_9_eng_b_grammar_0127,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Nouns,Analyze,A [[team]] of players entered the ground. The underlined word is a/an ______ noun.,collective,material,proper,abstract,A | collective,Easy,1,ULTRA,1
q_9_eng_b_grammar_0128,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Nouns,Analyze,The table is made of [[wood]]. The underlined word is a/an ______ noun.,proper,collective,material,abstract,C | material,Easy,1,PRO,1
q_9_eng_b_grammar_0129,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Nouns,Analyze,[[Lahore]] is a historic city. The underlined word is a/an ______ noun.,common,proper,collective,abstract,B | proper,Easy,1,PRO,1
q_9_eng_b_grammar_0130,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Nouns,Analyze,The word [[information]] is a/an ______ noun.,countable,uncountable,collective,proper,B | uncountable,Medium,1,ELITE,1
q_9_eng_b_grammar_0131,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Nouns,Analyze,A [[flock]] of birds flew over us. The underlined word is a/an ______ noun.,collective,proper,material,abstract,A | collective,Easy,1,ULTRA,1
q_9_eng_b_grammar_0132,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Nouns,Analyze,[[Childhood]] passes quickly. The underlined word is a/an ______ noun.,abstract,common,material,proper,A | abstract,Medium,1,ULTRA,1
q_9_eng_b_grammar_0133,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Nouns,Analyze,The word [[book]] is a/an ______ noun.,countable,uncountable,material,abstract,A | countable,Easy,1,PRO,1
q_9_eng_b_grammar_0134,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Pronouns,Analyze,[[Someone]] is knocking at the door. The underlined word is an ______ pronoun.,personal,indefinite,relative,reflexive,B | indefinite,Medium,1,ELITE,1
q_9_eng_b_grammar_0135,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Pronouns,Analyze,The boy [[who]] won the race is my brother. The underlined word is a ______ pronoun.,demonstrative,relative,possessive,interrogative,B | relative,Medium,1,ELITE,1
q_9_eng_b_grammar_0136,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Pronouns,Analyze,Ali hurt [[himself]]. The underlined word is a ______ pronoun.,reflexive,personal,relative,indefinite,A | reflexive,Easy,1,ULTRA,1
q_9_eng_b_grammar_0137,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Pronouns,Analyze,[[Whose]] book is this? The underlined word is an ______ pronoun.,interrogative,relative,personal,reflexive,A | interrogative,Medium,1,ULTRA,1
q_9_eng_b_grammar_0138,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Pronouns,Analyze,[[These]] are fresh apples. The underlined word is a ______ pronoun.,demonstrative,possessive,personal,relative,A | demonstrative,Easy,1,PRO,1
q_9_eng_b_grammar_0139,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Pronouns,Analyze,This pen is [[mine]]. The underlined word is a ______ pronoun.,possessive,relative,reflexive,indefinite,A | possessive,Medium,1,ULTRA,1
q_9_eng_b_grammar_0140,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Pronouns,Analyze,[[They]] completed the work. The underlined word is a ______ pronoun.,personal,demonstrative,interrogative,relative,A | personal,Easy,1,PRO,1
q_9_eng_b_grammar_0141,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Adjectives and Adverbs,Analyze,She is a [[careful]] driver. The underlined word is an ______.,adverb,adjective,noun,pronoun,B | adjective,Easy,1,PRO,1
q_9_eng_b_grammar_0142,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Adjectives and Adverbs,Analyze,She drives [[carefully]]. The underlined word is an adverb of ______.,time,place,manner,frequency,C | manner,Easy,1,ULTRA,1
q_9_eng_b_grammar_0143,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Adjectives and Adverbs,Analyze,He arrived [[yesterday]]. The underlined word is an adverb of ______.,manner,time,degree,place,B | time,Easy,1,PRO,1
q_9_eng_b_grammar_0144,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Adjectives and Adverbs,Analyze,Come [[here]]. The underlined word is an adverb of ______.,place,time,frequency,degree,A | place,Easy,1,PRO,1
q_9_eng_b_grammar_0145,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Adjectives and Adverbs,Analyze,She is [[very]] intelligent. The underlined word is an adverb of ______.,manner,degree,time,place,B | degree,Medium,1,ULTRA,1
q_9_eng_b_grammar_0146,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Adjectives and Adverbs,Analyze,He [[always]] speaks the truth. The underlined word is an adverb of ______.,frequency,manner,place,degree,A | frequency,Medium,1,ULTRA,1
q_9_eng_b_grammar_0147,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Adjectives and Adverbs,Analyze,This is the ______ building in the city.,tall,taller,tallest,most tall,C | tallest,Easy,1,PRO,1
q_9_eng_b_grammar_0148,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Adjectives and Adverbs,Analyze,Ali is ______ than Ahmad.,strong,stronger,strongest,more strong,B | stronger,Easy,1,PRO,1
q_9_eng_b_grammar_0149,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Verb Types,Analyze,The child [[slept]]. The underlined word is a/an ______ verb.,transitive,intransitive,auxiliary,modal,B | intransitive,Medium,1,ELITE,1
q_9_eng_b_grammar_0150,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Verb Types,Analyze,She [[opened]] the door. The underlined word is a/an ______ verb.,intransitive,transitive,linking,modal,B | transitive,Medium,1,ELITE,1
q_9_eng_b_grammar_0151,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Verb Types,Analyze,He [[is]] a doctor. The underlined word is a ______ verb.,linking,transitive,intransitive,regular,A | linking,Medium,1,ULTRA,1
q_9_eng_b_grammar_0152,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Verb Types,Analyze,They [[have]] completed the task. The underlined word is an ______ verb.,auxiliary,intransitive,regular,transitive,A | auxiliary,Medium,1,ULTRA,1
q_9_eng_b_grammar_0153,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Verb Types,Analyze,You [[must]] obey the law. The underlined word is a ______ verb.,modal,regular,transitive,linking,A | modal,Easy,1,ULTRA,1
q_9_eng_b_grammar_0154,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Non-finite Verbs,Analyze,[[Swimming]] is good exercise. The underlined word is a ______.,gerund,present participle,infinitive,past participle,A | gerund,Medium,1,ELITE,1
q_9_eng_b_grammar_0155,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Non-finite Verbs,Analyze,The [[crying]] baby needed milk. The underlined word is a ______.,gerund,present participle,infinitive,past participle,B | present participle,Hard,1,ELITE,1
q_9_eng_b_grammar_0156,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Non-finite Verbs,Analyze,I want [[to learn]] English. The underlined words form an ______.,infinitive,gerund,participle,finite verb,A | infinitive,Medium,1,ELITE,1
q_9_eng_b_grammar_0157,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Non-finite Verbs,Analyze,The [[broken]] chair was repaired. The underlined word is a ______.,present participle,past participle,gerund,infinitive,B | past participle,Hard,1,ELITE,1
q_9_eng_b_grammar_0158,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Non-finite Verbs,Analyze,He went to the market [[to buy vegetables]]. The underlined part is an infinitive of ______.,purpose,result,condition,comparison,A | purpose,Hard,1,ULTRA,1
q_9_eng_b_grammar_0159,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Sentence Types,Analyze,Please close the door. This is an ______ sentence.,assertive,imperative,interrogative,exclamatory,B | imperative,Easy,1,ULTRA,1
q_9_eng_b_grammar_0160,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Sentence Types,Analyze,What a beautiful flower it is! This is an ______ sentence.,imperative,assertive,exclamatory,interrogative,C | exclamatory,Easy,1,ULTRA,1
q_9_eng_b_grammar_0161,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Sentence Types,Analyze,Where do you live? This is an ______ sentence.,assertive,negative,interrogative,imperative,C | interrogative,Easy,1,PRO,1
q_9_eng_b_grammar_0162,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Sentence Types,Analyze,The sun rises in the east. This is an ______ sentence.,assertive,imperative,exclamatory,interrogative,A | assertive,Easy,1,PRO,1
q_9_eng_b_grammar_0163,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Sentence Types,Analyze,He does not tell lies. This is a ______ sentence.,negative,interrogative,imperative,exclamatory,A | negative,Easy,1,ULTRA,1
q_9_eng_b_grammar_0164,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Sentence Types,Analyze,Ali opened the book and began to read. This is a ______ sentence.,simple,compound,complex,compound-complex,B | compound,Hard,1,ELITE,1
q_9_eng_b_grammar_0165,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Sentence Types,Analyze,"Because it was raining, we stayed at home. This is a ______ sentence.",simple,compound,complex,imperative,C | complex,Hard,1,ELITE,1
q_9_eng_b_grammar_0166,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Sentence Types,Analyze,The hardworking student won the prize. This is a ______ sentence.,simple,compound,complex,compound-complex,A | simple,Medium,1,ULTRA,1
q_9_eng_b_grammar_0167,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrases and Clauses,Analyze,[[In the morning]] is a ______ phrase.,noun,adjective,adverb,prepositional,D | prepositional,Medium,1,ULTRA,1
q_9_eng_b_grammar_0168,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrases and Clauses,Analyze,The boy [[in the blue shirt]] is my cousin. The underlined part is an ______ phrase.,adjective,adverb,noun,verb,A | adjective,Hard,1,ELITE,1
q_9_eng_b_grammar_0169,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrases and Clauses,Analyze,He spoke [[with confidence]]. The underlined part is an ______ phrase.,noun,adverb,adjective,verb,B | adverb,Hard,1,ULTRA,1
q_9_eng_b_grammar_0170,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrases and Clauses,Analyze,[[What he said]] was true. The underlined part is a ______ clause.,noun,adjective,adverb,prepositional,A | noun,Hard,1,ELITE,1
q_9_eng_b_grammar_0171,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrases and Clauses,Analyze,The man [[who helped me]] was kind. The underlined part is an ______ clause.,noun,adjective,adverb,independent,B | adjective,Hard,1,ELITE,1
q_9_eng_b_grammar_0172,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrases and Clauses,Analyze,We stayed inside [[because it was raining]]. The underlined part is an ______ clause.,noun,adjective,adverb,relative,C | adverb,Hard,1,ELITE,1
q_9_eng_b_grammar_0173,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrases and Clauses,Analyze,Which of the following is an independent clause?,because he was ill,when the bell rang,the students left,who lives next door,C | the students left,Hard,1,ULTRA,1
q_9_eng_b_grammar_0174,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrases and Clauses,Analyze,Which of the following is a noun phrase?,the tall boy,very slowly,after the class,because he came,A | the tall boy,Hard,1,ULTRA,1
q_9_eng_b_grammar_0175,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Articles,Analyze,He is ______ honest man.,a,an,the,no article,B | an,Easy,1,ELITE,1
q_9_eng_b_grammar_0176,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Articles,Analyze,She bought ______ umbrella.,a,an,the,no article,B | an,Easy,1,ULTRA,1
q_9_eng_b_grammar_0177,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Articles,Analyze,The sun rises in ______ east.,a,an,the,no article,C | the,Easy,1,ULTRA,1
q_9_eng_b_grammar_0178,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Articles,Analyze,We play ______ cricket.,a,an,the,no article,D | no article,Medium,1,ELITE,1
q_9_eng_b_grammar_0179,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Prepositions,Analyze,He is good ______ English.,in,at,on,for,B | at,Medium,1,ELITE,1
q_9_eng_b_grammar_0180,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Prepositions,Analyze,She is afraid ______ dogs.,from,of,with,at,B | of,Medium,1,ELITE,1
q_9_eng_b_grammar_0181,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Prepositions,Analyze,The meeting starts ______ nine o'clock.,in,on,at,by,C | at,Easy,1,ULTRA,1
q_9_eng_b_grammar_0182,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Prepositions,Analyze,He has lived here ______ 2020.,for,since,from,by,B | since,Medium,1,ELITE,1
q_9_eng_b_grammar_0183,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Figures of Speech,Analyze,He is as brave as a lion. This is a ______.,metaphor,simile,personification,alliteration,B | simile,Easy,1,ULTRA,1
q_9_eng_b_grammar_0184,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Figures of Speech,Analyze,The stars danced in the sky. This is ______.,personification,simile,pun,alliteration,A | personification,Medium,1,ELITE,1
q_9_eng_b_grammar_0185,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Figures of Speech,Analyze,Time is a thief. This is a ______.,simile,metaphor,alliteration,personification,B | metaphor,Medium,1,ELITE,1
q_9_eng_b_grammar_0186,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Figures of Speech,Analyze,She sells seashells by the seashore. This is ______.,alliteration,metaphor,simile,pun,A | alliteration,Medium,1,ULTRA,1
q_9_eng_b_grammar_0187,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Figures of Speech,Analyze,The leaves whispered in the wind. This is ______.,personification,simile,metaphor,pun,A | personification,Medium,1,ULTRA,1
q_9_eng_b_grammar_0188,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Conjunctions,Analyze,Neither Ali ______ Ahmed was present.,or,nor,and,but,B | nor,Easy,1,ELITE,1
q_9_eng_b_grammar_0189,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Conjunctions,Analyze,"He worked hard, ______ he failed.",and,but,because,so,B | but,Easy,1,PRO,1
q_9_eng_b_grammar_0190,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Subject-Verb Agreement,Analyze,"In the sentence “The principal, along with the teachers, was present,” the verb agrees with ______.",the teachers,the principal,both nouns equally,the nearest plural noun,B | the principal,Hard,1,ELITE,1
q_9_eng_b_grammar_0191,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Subject-Verb Agreement,Analyze,The expression “bread and butter” used for one combined meal takes a ______ verb.,plural,singular,past participle,modal,B | singular,Hard,1,ELITE,1
q_9_eng_b_grammar_0192,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Conditionals,Analyze,"If I had known, I ______ you.",will tell,would tell,would have told,told,C | would have told,Hard,1,ELITE,1
q_9_eng_b_grammar_0193,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrasal Verbs,Analyze,The meeting was ______ because of heavy rain.,called off,called at,called in,called on,A | called off,Medium,1,ULTRA,1
q_9_eng_b_grammar_0194,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrasal Verbs,Analyze,Please ______ the lights before leaving.,turn off,turn into,turn over,turn up,A | turn off,Easy,1,PRO,1
q_9_eng_b_grammar_0195,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrasal Verbs,Analyze,The child ______ his mother.,takes after,takes off,takes in,takes down,A | takes after,Medium,1,ULTRA,1
q_9_eng_b_grammar_0196,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Punctuation,Analyze,Which sentence is punctuated correctly?,Ali said I am ready.,"Ali said, “I am ready.”",Ali said “I am ready”.,"Ali, said I am ready.","B | Ali said, “I am ready.”",Hard,1,ELITE,1
q_9_eng_b_grammar_0197,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Word Formation,Analyze,The adjective form of [[care]] is ______.,carefully,careless,caringly,cared,B | careless,Medium,1,ULTRA,1
q_9_eng_b_grammar_0198,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Word Formation,Analyze,The noun form of [[decide]] is ______.,decisive,decision,decided,deciding,B | decision,Medium,1,ULTRA,1
q_9_eng_b_grammar_0199,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Phrases and Clauses,Analyze,The book [[that I bought]] is interesting. The underlined part is an ______ clause.,noun,adjective,adverb,independent,B | adjective,Hard,1,ELITE,1
q_9_eng_b_grammar_0200,1,ENGLISH_B | Objective Grammar | Grammar Option | Mind Sharp | Adjectives and Adverbs,Analyze,He is [[too]] weak to walk. The underlined word is an adverb of ______.,time,degree,place,frequency,B | degree,Medium,1,ULTRA,1
