question_hash,active,topic,question_type,question_style,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_q5_usage_033,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 2 - Patriotism,Long,word_phrase_usage_item,Use “supreme” in a meaningful sentence.,Easy,1,PRO,1
sep_9_eng_q5_unit_03,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Topic,topic_separator,,,,,1
q_9_eng_q5_usage_034,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Long,word_phrase_usage_item,Use “bliss” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_035,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Long,word_phrase_usage_item,Use “continuous” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_036,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Long,word_phrase_usage_item,Use “fluttering” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_037,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Long,word_phrase_usage_item,Use “host” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_039,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Long,word_phrase_usage_item,Use “milky way” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_040,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Long,word_phrase_usage_item,Use “pensive” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_042,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Long,word_phrase_usage_item,Use “sprightly” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_043,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Long,word_phrase_usage_item,Use “vacant” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_044,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Long,word_phrase_usage_item,Use “vales” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_045,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 3 - Daffodils,Long,word_phrase_usage_item,Use “wandered” in a meaningful sentence.,Easy,1,PRO,1
sep_9_eng_q5_unit_04,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Topic,topic_separator,,,,,1
q_9_eng_q5_usage_047,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “beacon” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_048,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “bounties” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_049,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “constant” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_050,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “detect” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_051,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “furious” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_052,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “infuriated” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_053,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “migrate” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_054,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma | Official Model-Paper Term,Long,word_phrase_usage_item,Use “perilous” in a meaningful sentence.,Medium,1,ELITE,1
q_9_eng_q5_usage_055,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “render” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_057,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “reveal” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_058,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “traverse” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_059,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 4 - Hazrat Asma,Long,word_phrase_usage_item,Use “venture” in a meaningful sentence.,Easy,1,PRO,1
sep_9_eng_q5_unit_06,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 6 - The Value of Time,Topic,topic_separator,,,,,1
q_9_eng_q5_usage_060,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 6 - The Value of Time,Long,word_phrase_usage_item,Use “cherished” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_061,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 6 - The Value of Time,Long,word_phrase_usage_item,Use “elucidate” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_062,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 6 - The Value of Time,Long,word_phrase_usage_item,Use “gratification” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_063,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 6 - The Value of Time,Long,word_phrase_usage_item,Use “intrigued” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_064,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 6 - The Value of Time,Long,word_phrase_usage_item,Use “methodically” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_065,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 6 - The Value of Time,Long,word_phrase_usage_item,Use “perpetually” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_066,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 6 - The Value of Time,Long,word_phrase_usage_item,Use “prioritising” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_067,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 6 - The Value of Time,Long,word_phrase_usage_item,Use “reliable” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_068,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 1 | Unit 6 - The Value of Time,Long,word_phrase_usage_item,Use “significant” in a meaningful sentence.,Medium,1,ULTRA,1
sep_9_eng_q5_unit_07,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 7 - If,Topic,topic_separator,,,,,1
q_9_eng_q5_usage_069,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 7 - If,Long,word_phrase_usage_item,Use “imposter” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_070,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 7 - If,Long,word_phrase_usage_item,Use “knave” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_071,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 7 - If,Long,word_phrase_usage_item,Use “sinew” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_072,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 7 - If,Long,word_phrase_usage_item,Use “stoop” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_073,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 7 - If,Long,word_phrase_usage_item,Use “triumph” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_074,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 7 - If,Long,word_phrase_usage_item,Use “virtue” in a meaningful sentence.,Medium,1,ULTRA,1
sep_9_eng_q5_unit_09,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Topic,topic_separator,,,,,1
q_9_eng_q5_usage_075,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “bedrock” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_076,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “cohesion” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_077,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “conflict” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_078,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “crucial” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_079,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “curiosity” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_080,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “emphasis” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_081,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success | Official Model-Paper Term,Long,word_phrase_usage_item,Use “emphasize” in a meaningful sentence.,Medium,1,ELITE,1
q_9_eng_q5_usage_082,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “enhance” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_083,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “equip” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_084,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “essential” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_085,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “formidable” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_086,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “holistic” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_087,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success | Official Model-Paper Term,Long,word_phrase_usage_item,Use “inclusive” in a meaningful sentence.,Medium,1,ELITE,1
q_9_eng_q5_usage_088,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “literacy” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_089,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 9 - Quality Education: A Key to Success,Long,word_phrase_usage_item,Use “pedagogical” in a meaningful sentence.,Easy,1,PRO,1
sep_9_eng_q5_unit_11,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed,Topic,topic_separator,,,,,1
q_9_eng_q5_usage_091,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed,Long,word_phrase_usage_item,Use “bureau” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_092,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed,Long,word_phrase_usage_item,Use “gallivanting” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_093,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed,Long,word_phrase_usage_item,Use “hearth” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_094,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed,Long,word_phrase_usage_item,Use “impassive” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_095,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed | Official Model-Paper Term,Long,word_phrase_usage_item,Use “malicious” in a meaningful sentence.,Medium,1,ELITE,1
q_9_eng_q5_usage_096,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed,Long,word_phrase_usage_item,Use “piqued” in a meaningful sentence.,Medium,1,ULTRA,1
q_9_eng_q5_usage_097,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed,Long,word_phrase_usage_item,Use “precocious” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_098,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed | Official Model-Paper Term,Long,word_phrase_usage_item,Use “shabby” in a meaningful sentence.,Medium,1,ELITE,1
q_9_eng_q5_usage_099,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed,Long,word_phrase_usage_item,Use “speck” in a meaningful sentence.,Easy,1,PRO,1
q_9_eng_q5_usage_100,1,ENGLISH_A | Q5 Word/Phrase/Idiom Usage | Q5 Group 2 | Unit 11 - The Dear Departed | Official Model-Paper Term,Long,word_phrase_usage_item,Use “stupefied” in a meaningful sentence.,Medium,1,ELITE,1
