question_hash,active,topic,question_type,question_style,tense,voice,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_b_voice_0125,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The bill is being paid by the customer online.,Easy,1,PRO,1
q_9_eng_b_voice_0126,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The problem is being solved by the student without help.,Easy,1,PRO,1
q_9_eng_b_voice_0127,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The data is being collected by the researcher from the villages.,Easy,1,PRO,1
q_9_eng_b_voice_0128,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The pictures are being taken by the photographer at the event.,Easy,1,PRO,1
q_9_eng_b_voice_0129,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The bread is being sold by the baker in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0130,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The cars are being produced by the factory for the market.,Easy,1,PRO,1
q_9_eng_b_voice_0131,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The artifacts are being displayed by the museum in the gallery.,Easy,1,PRO,1
q_9_eng_b_voice_0132,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The crops are being harvested by the farmers in autumn.,Easy,1,PRO,1
q_9_eng_b_voice_0133,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The report is being submitted by the team before the deadline.,Easy,1,PRO,1
q_9_eng_b_voice_0134,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The minutes are being recorded by the secretary during the meeting.,Easy,1,PRO,1
q_9_eng_b_voice_0135,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The parcels are being carried by the courier to the office.,Easy,1,PRO,1
q_9_eng_b_voice_0136,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The operation is not being performed by the surgeon successfully.,Medium,1,ULTRA,1
q_9_eng_b_voice_0137,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The animals are not being rescued by the volunteers from the flood.,Medium,1,ULTRA,1
q_9_eng_b_voice_0138,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The question is not being asked by the teacher during the lesson.,Medium,1,ULTRA,1
q_9_eng_b_voice_0139,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The questions are not being answered by the students confidently.,Medium,1,ULTRA,1
q_9_eng_b_voice_0140,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,The law is not being enforced by the government strictly.,Medium,1,ULTRA,1
q_9_eng_b_voice_0141,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,Is the manuscript being reviewed by the editor carefully?,Medium,1,ULTRA,1
q_9_eng_b_voice_0142,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,Is the document being translated by the translator into English?,Medium,1,ULTRA,1
q_9_eng_b_voice_0143,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,Is the software being updated by the technician on the computers?,Medium,1,ULTRA,1
q_9_eng_b_voice_0144,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,Are the candidates being selected by the committee for the interview?,Medium,1,ULTRA,1
q_9_eng_b_voice_0145,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,Is the complaint being investigated by the police quickly?,Medium,1,ULTRA,1
q_9_eng_b_voice_0146,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,By whom is the computer being repaired now?,Hard,1,ELITE,1
q_9_eng_b_voice_0147,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,By whom is the annual report being prepared?,Hard,1,ELITE,1
q_9_eng_b_voice_0148,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,By whom is the hall being decorated today?,Hard,1,ELITE,1
q_9_eng_b_voice_0149,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,By whom are the answer sheets being checked?,Hard,1,ELITE,1
q_9_eng_b_voice_0150,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense,Grammar,active_passive,Present Continuous Tense,Passive,By whom are trees being planted along the road?,Hard,1,ELITE,1
sep_9_eng_b_voice_past_002,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense | Past Paper,Topic,topic_separator,Present Continuous Tense,,,,,,1
q_9_eng_b_voice_past_0013,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense | Past Paper | 2013 Evening,Grammar,active_passive,Present Continuous Tense,Active,He is abusing me for nothing.,Easy,1,PRO,1
q_9_eng_b_voice_past_0014,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense | Past Paper | 2016 Morning; 2022 Morning; 2023 Evening,Grammar,active_passive,Present Continuous Tense,Active,The boy is climbing the wall.,Easy,1,ULTRA,1
q_9_eng_b_voice_past_0015,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense | Past Paper | 2013 Morning; 2017 Evening; 2018 Morning; 2020 Morning; 2023 Morning,Grammar,active_passive,Present Continuous Tense,Active,They are buying this house.,Easy,1,ELITE,1
q_9_eng_b_voice_past_0016,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense | Past Paper | 2021 Morning,Grammar,active_passive,Present Continuous Tense,Active,We are doing our duty.,Easy,1,PRO,1
q_9_eng_b_voice_past_0017,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense | Past Paper | 2015 Morning,Grammar,active_passive,Present Continuous Tense,Active,We are printing a new book.,Easy,1,PRO,1
q_9_eng_b_voice_past_0018,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense | Past Paper | 2013 Morning,Grammar,active_passive,Present Continuous Tense,Active,Who is asking questions?,Hard,1,PRO,1
q_9_eng_b_voice_past_0019,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense | Past Paper | 2014 Evening; 2023 Morning,Grammar,active_passive,Present Continuous Tense,Active,Why is he mending the chair?,Hard,1,ULTRA,1
q_9_eng_b_voice_past_0020,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense | Past Paper | 2021 Morning,Grammar,active_passive,Present Continuous Tense,Active,You are cheating me.,Easy,1,PRO,1
q_9_eng_b_voice_past_0021,1,ENGLISH_B | Active and Passive Voice | Present Continuous Tense | Past Paper | 2022 Evening; 2023 Evening,Grammar,active_passive,Present Continuous Tense,Passive,The house is being bought by them.,Medium,1,ULTRA,1
sep_9_eng_b_voice_updated_003,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Topic,topic_separator,Present Perfect Tense,,,,,,1
q_9_eng_b_voice_0151,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The teacher has explained the lesson in class.,Easy,1,PRO,1
q_9_eng_b_voice_0152,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The students have completed the assignments on time.,Easy,1,PRO,1
q_9_eng_b_voice_0153,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The mechanic has repaired the car in the workshop.,Easy,1,PRO,1
q_9_eng_b_voice_0154,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The workers have built the bridge over the river.,Easy,1,PRO,1
q_9_eng_b_voice_0155,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The chef has prepared the meal for the guests.,Easy,1,PRO,1
q_9_eng_b_voice_0156,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The nurse has assisted the patient in the ward.,Easy,1,PRO,1
q_9_eng_b_voice_0157,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The police have arrested the thief near the station.,Easy,1,PRO,1
q_9_eng_b_voice_0158,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The committee has approved the proposal after discussion.,Easy,1,PRO,1
q_9_eng_b_voice_0159,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The manager has signed the documents in the office.,Easy,1,PRO,1
q_9_eng_b_voice_0160,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The farmers have grown wheat in the fields.,Easy,1,PRO,1
q_9_eng_b_voice_0161,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The artist has painted the portrait in the studio.,Easy,1,PRO,1
q_9_eng_b_voice_0162,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The carpenter has made the table from wood.,Easy,1,PRO,1
q_9_eng_b_voice_0163,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The librarian has issued the books to the students.,Easy,1,PRO,1
q_9_eng_b_voice_0164,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The postman has delivered the letters in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0165,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The volunteers have cleaned the park on Sunday.,Easy,1,PRO,1
q_9_eng_b_voice_0166,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The engineers have designed the machine for the factory.,Easy,1,PRO,1
q_9_eng_b_voice_0167,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The doctor has examined the patient carefully.,Easy,1,PRO,1
q_9_eng_b_voice_0168,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The mother has baked the cake for the birthday.,Easy,1,PRO,1
q_9_eng_b_voice_0169,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The principal has announced the results at the assembly.,Easy,1,PRO,1
q_9_eng_b_voice_0170,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The company has launched the product next month.,Easy,1,PRO,1
q_9_eng_b_voice_0171,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The scientists have conducted the experiment in the laboratory.,Easy,1,PRO,1
q_9_eng_b_voice_0172,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The gardener has watered the plants every morning.,Easy,1,PRO,1
q_9_eng_b_voice_0173,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The tailor has not stitched the uniforms for the team.,Medium,1,ULTRA,1
q_9_eng_b_voice_0174,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The mason has not constructed the wall around the garden.,Medium,1,ULTRA,1
q_9_eng_b_voice_0175,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The reporter has not written the article for the newspaper.,Medium,1,ULTRA,1
q_9_eng_b_voice_0176,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The publisher has not printed the books for the schools.,Medium,1,ULTRA,1
q_9_eng_b_voice_0177,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The school has not organized the competition in the hall.,Medium,1,ULTRA,1
q_9_eng_b_voice_0178,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The judge has not heard the case in court.,Medium,1,ULTRA,1
q_9_eng_b_voice_0179,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The coach has not trained the players for the match.,Medium,1,ULTRA,1
q_9_eng_b_voice_0180,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,The shopkeeper has not packed the goods for the customer.,Medium,1,ULTRA,1
q_9_eng_b_voice_0181,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,Has the electrician fixed the wires in the building?,Medium,1,ULTRA,1
q_9_eng_b_voice_0182,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,Has the plumber installed the pipes in the house?,Medium,1,ULTRA,1
q_9_eng_b_voice_0183,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,Has the driver washed the bus before the trip?,Medium,1,ULTRA,1
q_9_eng_b_voice_0184,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,Has the team won the trophy in the final?,Medium,1,ULTRA,1
q_9_eng_b_voice_0185,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,Has the clerk checked the forms at the counter?,Medium,1,ULTRA,1
q_9_eng_b_voice_0186,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,Who has completed the project?,Hard,1,ELITE,1
q_9_eng_b_voice_0187,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,Who has written this application?,Hard,1,ELITE,1
q_9_eng_b_voice_0188,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,Who has cleaned the classroom?,Hard,1,ELITE,1
q_9_eng_b_voice_0189,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,Who has approved the proposal?,Hard,1,ELITE,1
q_9_eng_b_voice_0190,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Active,Who has invited the guests?,Hard,1,ELITE,1
q_9_eng_b_voice_0191,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The meeting has been cancelled by the administration because of the rain.,Easy,1,PRO,1
q_9_eng_b_voice_0192,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The loan has been offered by the bank to the farmer.,Easy,1,PRO,1
q_9_eng_b_voice_0193,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The food packets have been distributed by the charity among the families.,Easy,1,PRO,1
q_9_eng_b_voice_0194,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The hospitals have been built by the government in the district.,Easy,1,PRO,1
q_9_eng_b_voice_0195,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The workers have been hired by the company for the project.,Easy,1,PRO,1
q_9_eng_b_voice_0196,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The scholarships have been awarded by the school to deserving students.,Easy,1,PRO,1
q_9_eng_b_voice_0197,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The trees have been planted by the council along the road.,Easy,1,PRO,1
q_9_eng_b_voice_0198,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The traffic has been stopped by the police near the market.,Easy,1,PRO,1
q_9_eng_b_voice_0199,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The performer has been applauded by the audience after the show.,Easy,1,PRO,1
q_9_eng_b_voice_0200,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The bill has been paid by the customer online.,Easy,1,PRO,1
q_9_eng_b_voice_0201,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The problem has been solved by the student without help.,Easy,1,PRO,1
q_9_eng_b_voice_0202,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The data has been collected by the researcher from the villages.,Easy,1,PRO,1
q_9_eng_b_voice_0203,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The pictures have been taken by the photographer at the event.,Easy,1,PRO,1
q_9_eng_b_voice_0204,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The bread has been sold by the baker in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0205,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The cars have been produced by the factory for the market.,Easy,1,PRO,1
q_9_eng_b_voice_0206,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The artifacts have been displayed by the museum in the gallery.,Easy,1,PRO,1
q_9_eng_b_voice_0207,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The crops have been harvested by the farmers in autumn.,Easy,1,PRO,1
q_9_eng_b_voice_0208,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The report has been submitted by the team before the deadline.,Easy,1,PRO,1
q_9_eng_b_voice_0209,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The minutes have been recorded by the secretary during the meeting.,Easy,1,PRO,1
q_9_eng_b_voice_0210,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The parcels have been carried by the courier to the office.,Easy,1,PRO,1
q_9_eng_b_voice_0211,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The operation has not been performed by the surgeon successfully.,Medium,1,ULTRA,1
q_9_eng_b_voice_0212,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The animals have not been rescued by the volunteers from the flood.,Medium,1,ULTRA,1
q_9_eng_b_voice_0213,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The question has not been asked by the teacher during the lesson.,Medium,1,ULTRA,1
q_9_eng_b_voice_0214,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The questions have not been answered by the students confidently.,Medium,1,ULTRA,1
q_9_eng_b_voice_0215,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,The law has not been enforced by the government strictly.,Medium,1,ULTRA,1
q_9_eng_b_voice_0216,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,Has the manuscript been reviewed by the editor carefully?,Medium,1,ULTRA,1
q_9_eng_b_voice_0217,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,Has the document been translated by the translator into English?,Medium,1,ULTRA,1
q_9_eng_b_voice_0218,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,Has the software been updated by the technician on the computers?,Medium,1,ULTRA,1
q_9_eng_b_voice_0219,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,Have the candidates been selected by the committee for the interview?,Medium,1,ULTRA,1
q_9_eng_b_voice_0220,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,Has the complaint been investigated by the police quickly?,Medium,1,ULTRA,1
q_9_eng_b_voice_0221,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,By whom has the project been completed?,Hard,1,ELITE,1
q_9_eng_b_voice_0222,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,By whom has this application been written?,Hard,1,ELITE,1
q_9_eng_b_voice_0223,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,By whom has the classroom been cleaned?,Hard,1,ELITE,1
q_9_eng_b_voice_0224,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,By whom has the proposal been approved?,Hard,1,ELITE,1
q_9_eng_b_voice_0225,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense,Grammar,active_passive,Present Perfect Tense,Passive,By whom have the guests been invited?,Hard,1,ELITE,1
sep_9_eng_b_voice_past_003,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense | Past Paper,Topic,topic_separator,Present Perfect Tense,,,,,,1
q_9_eng_b_voice_past_0022,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense | Past Paper | 2016 Evening,Grammar,active_passive,Present Perfect Tense,Active,Have you finished your work?,Hard,1,PRO,1
q_9_eng_b_voice_past_0023,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense | Past Paper | 2018 Morning; 2022 Morning,Grammar,active_passive,Present Perfect Tense,Active,She has not beaten the dog.,Medium,1,ULTRA,1
q_9_eng_b_voice_past_0024,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense | Past Paper | 2018 Evening; 2020 Evening; 2022 Evening; 2023 Evening,Grammar,active_passive,Present Perfect Tense,Active,They have bought a horse.,Easy,1,ELITE,1
q_9_eng_b_voice_past_0025,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense | Past Paper | 2015 Morning,Grammar,active_passive,Present Perfect Tense,Active,They have taught the poem.,Easy,1,PRO,1
q_9_eng_b_voice_past_0026,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense | Past Paper | 2014 Evening,Grammar,active_passive,Present Perfect Tense,Active,They have won the match.,Easy,1,PRO,1
q_9_eng_b_voice_past_0027,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense | Past Paper | 2013 Evening,Grammar,active_passive,Present Perfect Tense,Active,We have done our homework.,Easy,1,PRO,1
q_9_eng_b_voice_past_0028,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense | Past Paper | 2015 Morning,Grammar,active_passive,Present Perfect Tense,Active,We have not taken tea.,Medium,1,PRO,1
q_9_eng_b_voice_past_0029,1,ENGLISH_B | Active and Passive Voice | Present Perfect Tense | Past Paper | 2023 Morning; 2024 Morning,Grammar,active_passive,Present Perfect Tense,Passive,The dog has not been beaten by her.,Medium,1,ULTRA,1
sep_9_eng_b_voice_updated_004,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Topic,topic_separator,Past Indefinite Tense,,,,,,1
q_9_eng_b_voice_0226,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The teacher explained the lesson in class.,Easy,1,PRO,1
q_9_eng_b_voice_0227,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The students completed the assignments on time.,Easy,1,PRO,1
q_9_eng_b_voice_0228,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The mechanic repaired the car in the workshop.,Easy,1,PRO,1
q_9_eng_b_voice_0229,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The workers built the bridge over the river.,Easy,1,PRO,1
q_9_eng_b_voice_0230,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The chef prepared the meal for the guests.,Easy,1,PRO,1
q_9_eng_b_voice_0231,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The nurse assisted the patient in the ward.,Easy,1,PRO,1
q_9_eng_b_voice_0232,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The police arrested the thief near the station.,Easy,1,PRO,1
q_9_eng_b_voice_0233,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The committee approved the proposal after discussion.,Easy,1,PRO,1
q_9_eng_b_voice_0234,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The manager signed the documents in the office.,Easy,1,PRO,1
q_9_eng_b_voice_0235,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The farmers grew wheat in the fields.,Easy,1,PRO,1
q_9_eng_b_voice_0236,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The artist painted the portrait in the studio.,Easy,1,PRO,1
q_9_eng_b_voice_0237,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The carpenter made the table from wood.,Easy,1,PRO,1
q_9_eng_b_voice_0238,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The librarian issued the books to the students.,Easy,1,PRO,1
q_9_eng_b_voice_0239,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The postman delivered the letters in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0240,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The volunteers cleaned the park on Sunday.,Easy,1,PRO,1
q_9_eng_b_voice_0241,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The engineers designed the machine for the factory.,Easy,1,PRO,1
q_9_eng_b_voice_0242,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The doctor examined the patient carefully.,Easy,1,PRO,1
