question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch1_116,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “They have [[many]] friends,” the underlined word is a:",qualitative adjective,possessive adjective,demonstrative adjective,quantitative adjective,D | quantitative adjective,Medium,1,ULTRA,1
q_9_eng_ch1_117,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"A word that modifies a verb, an adjective, or another adverb is an:",adjective,verb,adverb,noun,C | adverb,Medium,1,PRO,1
q_9_eng_ch1_118,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which adverb tells how an action is performed?,quickly,soon,there,very,A | quickly,Medium,1,ULTRA,1
q_9_eng_ch1_119,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which adverb tells when an action happens?,beautifully,everywhere,quite,soon,D | soon,Medium,1,ULTRA,1
q_9_eng_ch1_120,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which adverb tells where an action happens?,slowly,there,yesterday,almost,B | there,Medium,1,ULTRA,1
q_9_eng_ch1_121,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which adverb tells to what extent?,very,happily,now,here,A | very,Medium,1,ULTRA,1
q_9_eng_ch1_122,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “She recites [[beautifully]],” the underlined word is an adverb of:",time,place,degree,manner,D | manner,Medium,1,ULTRA,1
q_9_eng_ch1_123,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “We will leave [[soon]],” the underlined word is an adverb of:",manner,time,place,degree,B | time,Medium,1,ULTRA,1
q_9_eng_ch1_124,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “He ran [[very]] quickly,” the underlined word is an adverb of:",time,place,degree,manner,C | degree,Medium,1,ULTRA,1
q_9_eng_ch1_125,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,A word that shows the relationship between a noun or pronoun and other words is a:,conjunction,interjection,adverb,preposition,D | preposition,Medium,1,PRO,1
q_9_eng_ch1_126,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “The cat is [[under]] the table,” the underlined word is a:",preposition,adverb,conjunction,pronoun,A | preposition,Medium,1,ULTRA,1
q_9_eng_ch1_127,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “She walked [[through]] the park,” the underlined word is a:",adjective,interjection,preposition,pronoun,C | preposition,Medium,1,ULTRA,1
q_9_eng_ch1_128,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"A word that connects words, phrases, or clauses is a:",preposition,conjunction,interjection,pronoun,B | conjunction,Medium,1,PRO,1
q_9_eng_ch1_129,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which is a coordinating conjunction?,because,although,either...or,but,D | but,Medium,1,ULTRA,1
q_9_eng_ch1_130,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which is a subordinating conjunction?,and,although,nor,both...and,B | although,Medium,1,ULTRA,1
q_9_eng_ch1_131,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which is a correlative conjunction?,either...or,because,yet,after,A | either...or,Medium,1,ULTRA,1
q_9_eng_ch1_132,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “I want to go to the party, [[but]] I have to finish my homework,” the underlined word is a:",subordinating conjunction,correlative conjunction,coordinating conjunction,preposition,C | coordinating conjunction,Hard,1,ULTRA,1
q_9_eng_ch1_133,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “[[Although]] it was raining, we went for a walk,” the underlined word is a:",coordinating conjunction,subordinating conjunction,correlative conjunction,interjection,B | subordinating conjunction,Hard,1,ULTRA,1
q_9_eng_ch1_134,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “I will eat [[either]] a mango [[or]] an apple,” the underlined pair is a:",coordinating conjunction,subordinating conjunction,preposition,correlative conjunction,D | correlative conjunction,Hard,1,ULTRA,1
q_9_eng_ch1_135,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,A word or phrase that expresses strong emotion or surprise is an:,adjective,preposition,interjection,pronoun,C | interjection,Hard,1,PRO,1
q_9_eng_ch1_136,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,Which word is an interjection?,Ouch!,under,because,many,A | Ouch!,Hard,1,ULTRA,1
q_9_eng_ch1_137,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Parts of Speech,Understand,"In “[[Wow!]] That was an amazing performance,” the underlined word is an:",adverb,interjection,noun,conjunction,B | interjection,Hard,1,ULTRA,1
TOPIC_SEP,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Topic,,,,,,,,,,1
q_9_eng_ch1_138,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,"In “The quick brown fox [[jumps]] over the lazy dog,” the underlined word is a:",noun,conjunction,verb,adjective,C | verb,Medium,1,PRO,1
q_9_eng_ch1_139,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,"In “The quick brown [[fox]] jumps over the lazy dog,” the underlined word is a:",noun,verb,conjunction,adverb,A | noun,Medium,1,PRO,1
q_9_eng_ch1_140,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,"In “After the storm, the sky was clear [[and]] bright,” the underlined word is a:",preposition,pronoun,interjection,conjunction,D | conjunction,Medium,1,PRO,1
q_9_eng_ch1_141,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,"In “After the [[storm]], the sky was clear and bright,” the underlined word is a:",verb,conjunction,noun,adverb,C | noun,Medium,1,PRO,1
q_9_eng_ch1_142,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,"In “She quickly [[finished]] her homework before dinner,” the underlined word is a:",noun,verb,adjective,conjunction,B | verb,Medium,1,PRO,1
q_9_eng_ch1_143,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,"In “She quickly finished her [[homework]] before dinner,” the underlined word is a:",verb,conjunction,interjection,noun,D | noun,Medium,1,PRO,1
q_9_eng_ch1_144,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,"In “Wow! That [[was]] an incredible match,” the underlined word is a:",verb,noun,conjunction,adjective,A | verb,Medium,1,PRO,1
q_9_eng_ch1_145,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,"In “Because it was raining, they [[decided]] to stay indoors,” the underlined word is a:",noun,verb,conjunction,preposition,B | verb,Medium,1,PRO,1
q_9_eng_ch1_146,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,"In “[[Because]] it was raining, they decided to stay indoors,” the underlined word is a:",noun,verb,interjection,conjunction,D | conjunction,Medium,1,PRO,1
q_9_eng_ch1_147,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,Ashfaq Ahmad was a ___ writer.,famous,famed,famously,infamous,A | famous,Easy,1,PRO,1
q_9_eng_ch1_148,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,This is a very ___ seminar.,information,informed,informative,informing,C | informative,Easy,1,PRO,1
q_9_eng_ch1_149,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,My mother becomes ___ if I get home late.,anxiety,anxious,anxieties,anxiously,B | anxious,Easy,1,PRO,1
q_9_eng_ch1_150,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,It is ___ to get the correct information from the university office.,advisable,advisible,advising,advised,A | advisable,Easy,1,PRO,1
q_9_eng_ch1_151,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,Who is ___ for this chaos?,responding,responsive,responded,responsible,D | responsible,Easy,1,PRO,1
q_9_eng_ch1_152,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,The cat is hiding ___ the bed.,quickly,because,under,wow,C | under,Easy,1,PRO,1
q_9_eng_ch1_153,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,She ___ her homework before dinner.,finished,beautiful,under,wow,A | finished,Easy,1,PRO,1
q_9_eng_ch1_154,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,___! This is a beautiful dress.,Under,Wow,Because,Many,B | Wow,Easy,1,PRO,1
q_9_eng_ch1_155,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,He is a very ___ student.,quickly,under,they,talented,D | talented,Easy,1,PRO,1
q_9_eng_ch1_156,1,ENGLISH_A | Unit 1 - The Saviour of Mankind | Grammar Exercises,Apply,___ went to the store.,Beautiful,Under,She,Because,C | She,Easy,1,PRO,1
