question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_eng_ch2_098,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“I will never forget [[meeting]] you” refers to:,being sorry about something being said now,remembering an event that already happened,he paused another activity in order to run,remembering a past occasion,D | remembering a past occasion,Hard,1,PRO,1
q_9_eng_ch2_099,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“Do not forget [[to lock]] the door” means:,remember to perform a future action,he continued the same activity,remembering to perform a future action,experiment with restarting to see whether it solves the problem,A | remember to perform a future action,Hard,1,PRO,1
q_9_eng_ch2_100,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“I regret [[telling]] her the truth” means:,she moved to a different activity,he ceased the activity,feeling sorry about a past action,make an effort to finish the work,C | feeling sorry about a past action,Hard,1,PRO,1
q_9_eng_ch2_101,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“We regret [[to inform]] you” means:,remembering an event that already happened,he paused another activity in order to run,being sorry about something being said now,remembering a past occasion,C | being sorry about something being said now,Hard,1,PRO,1
q_9_eng_ch2_102,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“He went on [[talking]]” means:,he continued the same activity,remembering to perform a future action,experiment with restarting to see whether it solves the problem,remember to perform a future action,A | he continued the same activity,Hard,1,PRO,1
q_9_eng_ch2_103,1,ENGLISH_A | Unit 2 - Patriotism | Gerund versus Infinitive,Analyze,“She went on [[to explain]] the main topic” means:,he ceased the activity,make an effort to finish the work,feeling sorry about a past action,she moved to a different activity,D | she moved to a different activity,Hard,1,PRO,1
TOPIC_SEP,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Topic,,,,,,,,,,1
q_9_eng_ch2_104,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,Participles are:,nouns formed from verbs only,verb forms used as adjectives,words that join clauses,forms used only for commands,B | verb forms used as adjectives,Medium,1,PRO,1
q_9_eng_ch2_105,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,A present participle normally ends in:,-ing,-ed,-en,-s,A | -ing,Medium,1,PRO,1
q_9_eng_ch2_106,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,A past participle usually ends in:,-ing only,-s only,-ed or -en,-ly,C | -ed or -en,Medium,1,PRO,1
q_9_eng_ch2_107,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “The [[running]] water was cold,” the underlined word is:",a gerund,a present participle used as an adjective,an infinitive,a finite past verb,B | a present participle used as an adjective,Medium,1,PRO,1
q_9_eng_ch2_108,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “They were [[laughing]],” the underlined word helps form:",a perfect tense,the passive voice,a noun phrase,a continuous tense,D | a continuous tense,Medium,1,PRO,1
q_9_eng_ch2_109,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “[[Running down the street]], he met an old friend,” the underlined words form:",an infinitive phrase,a gerund phrase,a noun clause,a present participial phrase,D | a present participial phrase,Medium,1,PRO,1
q_9_eng_ch2_110,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “The [[broken]] vase was expensive,” the underlined word is:",a gerund,a past participle used as an adjective,an infinitive,a present participle,B | a past participle used as an adjective,Medium,1,PRO,1
q_9_eng_ch2_111,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “She has [[finished]] her homework,” the underlined word helps form:",a continuous tense,a question tag,a perfect tense,a prepositional phrase,C | a perfect tense,Medium,1,PRO,1
q_9_eng_ch2_112,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “The cake was [[eaten]] by the children,” the underlined word helps form:",the passive voice,a continuous tense,an infinitive,a gerund phrase,A | the passive voice,Medium,1,PRO,1
q_9_eng_ch2_113,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “[[Shocked by the news]], she could not speak,” the underlined words form:",a gerund phrase,a past participial phrase,an infinitive phrase,a noun clause,B | a past participial phrase,Medium,1,PRO,1
q_9_eng_ch2_114,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “The [[exciting]] movie pleased us,” the underlined word is:",a past participle,a gerund,an infinitive,a present participle used as an adjective,D | a present participle used as an adjective,Medium,1,PRO,1
q_9_eng_ch2_115,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “The [[exhausted]] runner sat down,” the underlined word is:",a past participle used as an adjective,a present participle,a gerund,a finite verb,A | a past participle used as an adjective,Medium,1,PRO,1
q_9_eng_ch2_116,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “They are [[watching]] a movie,” the underlined word is part of the:",Past Continuous tense,Present Perfect tense,Present Continuous tense,Past Perfect tense,C | Present Continuous tense,Medium,1,PRO,1
q_9_eng_ch2_117,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “They were [[watching]] a movie,” the underlined word is part of the:",Present Continuous tense,Present Perfect tense,Past Continuous tense,Past Perfect tense,C | Past Continuous tense,Medium,1,PRO,1
q_9_eng_ch2_118,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “They have [[watched]] the movie,” the underlined word is part of the:",Present Perfect tense,Present Continuous tense,Past Continuous tense,Past Perfect tense,A | Present Perfect tense,Medium,1,PRO,1
q_9_eng_ch2_119,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"In “They had [[watched]] the movie,” the underlined word is part of the:",Present Perfect tense,Future Perfect tense,Past Continuous tense,Past Perfect tense,D | Past Perfect tense,Medium,1,PRO,1
q_9_eng_ch2_120,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,"“Seeing the rain” in “Seeing the rain, we decided to stay indoors” is:",a past participial phrase,a present participial phrase,an infinitive phrase,a noun clause,B | a present participial phrase,Medium,1,PRO,1
q_9_eng_ch2_121,1,ENGLISH_A | Unit 2 - Patriotism | Participles,Understand,“Surprised by the sudden noise” is:,a past participial phrase,a present participial phrase,a gerund phrase,an infinitive phrase,A | a past participial phrase,Medium,1,PRO,1
TOPIC_SEP,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercise",Topic,,,,,,,,,,1
q_9_eng_ch2_122,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercise",Apply,"In “[[Swimming]] is my favourite hobby,” the underlined word is a:",infinitive,present participle,gerund,past participle,C | gerund,Easy,1,PRO,1
q_9_eng_ch2_123,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercise",Apply,"In “[[To learn]] a new language takes time,” the underlined expression is an:",gerund,infinitive,present participle,past participle,B | infinitive,Easy,1,PRO,1
q_9_eng_ch2_124,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercise",Apply,"In “The [[broken]] window needs to be fixed,” the underlined word is a:",gerund,infinitive,present participle,past participle,D | past participle,Easy,1,PRO,1
q_9_eng_ch2_125,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercise",Apply,"In “She enjoys [[reading]] books,” the underlined word is a:",infinitive,present participle,past participle,gerund,D | gerund,Easy,1,PRO,1
q_9_eng_ch2_126,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercise",Apply,"In “[[To travel]] around the world is my dream,” the underlined expression is an:",gerund,infinitive,present participle,past participle,B | infinitive,Easy,1,PRO,1
q_9_eng_ch2_127,1,"ENGLISH_A | Unit 2 - Patriotism | Gerund, Infinitive and Participle Exercise",Apply,"In “The [[running]] water creates a sweet sound,” the underlined word is a:",gerund,infinitive,present participle,past participle,C | present participle,Easy,1,PRO,1
