question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
q_9_phy_ch3_058,,"3.7 Mechanical and Electronic Balances, Force Meter",Understand,"Unlike balances that measure mass in kilograms, a force meter measures force directly in:","کلوگرام میں کمیت ناپنے والے ترازو کے برعکس، قوت پیما قوت کو براہ راست کس اکائی میں ناپتا ہے؟",Newtons / نیوٹن,Kilograms / کلوگرام,Metres / میٹر,Seconds / سیکنڈ,A | Newtons / نیوٹن,Medium,1,high,
,1,"3.8 Friction, Terminal Velocity and Reducing Friction",,,,,,,,,,,,1
q_9_phy_ch3_059,,"3.8 Friction, Terminal Velocity and Reducing Friction",Remember,Friction is a dissipative force because energy is wasted as heat while overcoming friction.,رگڑ ایک ضائع کنندہ قوت ہے کیونکہ رگڑ پر قابو پانے میں توانائی حرارت کی صورت میں ضائع ہوتی ہے۔,Dissipative force / ضائع کنندہ قوت,Nuclear force / نیوکلیائی قوت,Field force / میدانی قوت,Elastic force / لچکدار قوت,A | Dissipative force / ضائع کنندہ قوت,Easy,1,high,
q_9_phy_ch3_060,,"3.8 Friction, Terminal Velocity and Reducing Friction",Understand,A cricket ball rolling on the ground eventually stops because of friction between the ball and the ground.,زمین پر لڑھکتی کرکٹ بال آخرکار بال اور زمین کے درمیان رگڑ کی وجہ سے رک جاتی ہے۔,Friction between ball and ground / بال اور زمین کے درمیان رگڑ,Only gravity downward / صرف نیچے کی کشش ثقل,Magnetic attraction / مقناطیسی کشش,Weak nuclear force / کمزور نیوکلیائی قوت,A | Friction between ball and ground / بال اور زمین کے درمیان رگڑ,Medium,1,high,
q_9_phy_ch3_061,,"3.8 Friction, Terminal Velocity and Reducing Friction",Remember,Sliding friction between two solid surfaces is divided into static friction and kinetic friction.,دو ٹھوس سطحوں کے درمیان سلائڈنگ رگڑ کو ساکن رگڑ اور حرکی رگڑ میں تقسیم کیا جاتا ہے۔,Static and kinetic friction / ساکن اور حرکی رگڑ,Rolling and magnetic friction / رولنگ اور مقناطیسی رگڑ,Thrust and drag / اتھاہ قوت اور ڈریگ,Weight and mass / وزن اور کمیت,A | Static and kinetic friction / ساکن اور حرکی رگڑ,Easy,1,high,
q_9_phy_ch3_062,,"3.8 Friction, Terminal Velocity and Reducing Friction",Remember,The resisting force before the block starts moving is called:,بلاک کے حرکت شروع کرنے سے پہلے مزاحمتی قوت کہلاتی ہے:,Static friction / ساکن رگڑ,Kinetic friction / حرکی رگڑ,Rolling friction / رولنگ رگڑ,Terminal velocity / ٹرمینل ولاسٹی,A | Static friction / ساکن رگڑ,Easy,1,high,
q_9_phy_ch3_063,,"3.8 Friction, Terminal Velocity and Reducing Friction",Remember,The maximum value of static friction is called limiting friction.,ساکن رگڑ کی زیادہ سے زیادہ قیمت کو حدی رگڑ کہتے ہیں۔,Limiting friction / حدی رگڑ,Rolling friction / رولنگ رگڑ,Drag / ڈریگ,Impulse / امپلس,A | Limiting friction / حدی رگڑ,Easy,1,high,
q_9_phy_ch3_064,,"3.8 Friction, Terminal Velocity and Reducing Friction",Remember,Friction during motion is called kinetic friction.,حرکت کے دوران رگڑ کو حرکی رگڑ کہتے ہیں۔,Kinetic friction / حرکی رگڑ,Static friction / ساکن رگڑ,Normal force / عمودی قوت,Thrust / اتھاہ قوت,A | Kinetic friction / حرکی رگڑ,Easy,1,high,
q_9_phy_ch3_065,,"3.8 Friction, Terminal Velocity and Reducing Friction",Understand,Terminal velocity is reached when upward air resistance balances downward force of gravity.,ٹرمینل ولاسٹی اس وقت حاصل ہوتی ہے جب اوپر کی ہوا کی مزاحمت نیچے کی ثقلی قوت کو متوازن کر دے۔,Air resistance balances gravity / ہوا کی مزاحمت کشش ثقل کو متوازن کرتی ہے,Mass becomes zero / کمیت صفر ہو جاتی ہے,Friction disappears / رگڑ ختم ہو جاتی ہے,Gravity becomes infinite / کشش ثقل لامحدود ہو جاتی ہے,A | Air resistance balances gravity / ہوا کی مزاحمت کشش ثقل کو متوازن کرتی ہے,Medium,1,high,
q_9_phy_ch3_066,,"3.8 Friction, Terminal Velocity and Reducing Friction",Analyze,A Styrofoam piece falls slower than a cricket ball of the same weight in air mainly because:,ہوا میں ایک ہی وزن کے سٹائرو فوم کا ٹکڑا کرکٹ بال سے آہستہ کیوں گرتا ہے؟,It has a larger surface and faces greater air resistance / اس کی سطح زیادہ ہے اور زیادہ ہوا کی مزاحمت کا سامنا کرتا ہے,It has no mass / اس کی کوئی کمیت نہیں,It has no weight / اس کا کوئی وزن نہیں,Gravity does not act on it / اس پر کشش ثقل عمل نہیں کرتی,A | It has a larger surface and faces greater air resistance / اس کی سطح زیادہ ہے اور زیادہ ہوا کی مزاحمت کا سامنا کرتا ہے,Hard,1,high,
q_9_phy_ch3_067,,"3.8 Friction, Terminal Velocity and Reducing Friction",Remember,Rolling friction is produced when an object rolls over a surface.,رولنگ رگڑ اس وقت پیدا ہوتی ہے جب کوئی جسم کسی سطح پر لڑھکتا ہے۔,Rolling friction / رولنگ رگڑ,Static friction / ساکن رگڑ,Electrostatic force / برقی سکونی قوت,Weak nuclear force / کمزور نیوکلیائی قوت,A | Rolling friction / رولنگ رگڑ,Easy,1,high,
q_9_phy_ch3_068,,"3.8 Friction, Terminal Velocity and Reducing Friction",Analyze,Rolling friction is about one hundred times smaller than sliding friction.,رولنگ رگڑ سلائڈنگ رگڑ سے تقریباً سو گنا کم ہوتی ہے۔,About 100 times smaller / تقریباً سو گنا کم,About 100 times greater / تقریباً سو گنا زیادہ,Exactly equal / بالکل برابر,Not related / غیر متعلق,A | About 100 times smaller / تقریباً سو گنا کم,Hard,1,high,
q_9_phy_ch3_069,,"3.8 Friction, Terminal Velocity and Reducing Friction",Understand,Ball bearings reduce friction by converting sliding friction into rolling friction.,بال بیئرنگ سلائڈنگ رگڑ کو رولنگ رگڑ میں تبدیل کر کے رگڑ کم کرتے ہیں۔,Converting sliding into rolling friction / سلائڈنگ کو رولنگ رگڑ میں تبدیل کرنا,Increasing surface roughness / سطح کی کھردراہٹ بڑھانا,Removing all mass / تمام کمیت ختم کرنا,Increasing air resistance / ہوا کی مزاحمت بڑھانا,A | Converting sliding into rolling friction / سلائڈنگ کو رولنگ رگڑ میں تبدیل کرنا,Medium,1,high,
q_9_phy_ch3_070,,"3.8 Friction, Terminal Velocity and Reducing Friction",Understand,Oil or grease reduces friction because the friction of liquids is less than that of solid surfaces.,تیل یا گریس رگڑ کم کرتے ہیں کیونکہ مائعات کی رگڑ ٹھوس سطحوں کی نسبت کم ہوتی ہے۔,Liquid friction is less than solid surface friction / مائع کی رگڑ ٹھوس سطح کی رگڑ سے کم ہے,It increases weight / یہ وزن بڑھاتا ہے,It removes gravity / یہ کشش ثقل ختم کرتا ہے,It converts mass into energy / یہ کمیت کو توانائی میں بدلتا ہے,A | Liquid friction is less than solid surface friction / مائع کی رگڑ ٹھوس سطح کی رگڑ سے کم ہے,Medium,1,high,
q_9_phy_ch3_071,,"3.8 Friction, Terminal Velocity and Reducing Friction",Understand,Vehicles are streamlined to minimize air or water friction.,گاڑیوں کو ہوا یا پانی کی رگڑ کم کرنے کے لیے سٹریم لائن بنایا جاتا ہے۔,Streamlined / سٹریم لائن,Unbalanced / غیر متوازن,Charged / چارج شدہ,Elastic / لچکدار,A | Streamlined / سٹریم لائن,Medium,1,high,
q_9_phy_ch3_072,,"3.8 Friction, Terminal Velocity and Reducing Friction",Analyze,A flat-front high-speed vehicle faces more resistance than a pointed-front vehicle because:,چپٹے اگلے حصے والی تیز رفتار گاڑی نوکیلے اگلے حصے والی گاڑی سے زیادہ مزاحمت کیوں محسوس کرتی ہے؟,Air or water does not pass smoothly over it / ہوا یا پانی اس کے اوپر ہمواری سے نہیں گزرتا,Its mass becomes zero / اس کی کمیت صفر ہو جاتی ہے,It has no normal force / اس پر عمودی قوت نہیں ہوتی,It removes friction completely / یہ رگڑ کو مکمل ختم کر دیتی ہے,A | Air or water does not pass smoothly over it / ہوا یا پانی اس کے اوپر ہمواری سے نہیں گزرتا,Hard,1,high,
,1,3.9 Momentum and Impulse,,,,,,,,,,,,1
q_9_phy_ch3_073,,3.9 Momentum and Impulse,Remember,Momentum is the product of mass and velocity of a moving body.,مومنٹم حرکت کرتے جسم کی کمیت اور ولاسٹی کا حاصل ضرب ہے۔,p = mv / p = mv,F = ma / F = ma,W = mg / W = mg,F = Δp/Δt only / صرف F = Δp/Δt,A | p = mv / p = mv,Easy,1,high,
q_9_phy_ch3_074,,3.9 Momentum and Impulse,Remember,Momentum is a vector quantity like velocity.,مومنٹم ولاسٹی کی طرح ویکٹر مقدار ہے۔,Vector quantity / ویکٹر مقدار,Scalar quantity / اسکیلر مقدار,Base quantity / بنیادی مقدار,Non-physical quantity / غیر طبیعی مقدار,A | Vector quantity / ویکٹر مقدار,Easy,1,high,
q_9_phy_ch3_075,,3.9 Momentum and Impulse,Remember,The SI unit of momentum may be written as kg m s⁻¹ or N s.,مومنٹم کی SI اکائی kg m s⁻¹ یا N s لکھی جا سکتی ہے۔,kg m s⁻¹ or N s / کلوگرام میٹر فی سیکنڈ یا نیوٹن سیکنڈ,N kg⁻¹ / نیوٹن فی کلوگرام,m s⁻² / میٹر فی سیکنڈ مربع,kg only / صرف کلوگرام,A | kg m s⁻¹ or N s / کلوگرام میٹر فی سیکنڈ یا نیوٹن سیکنڈ,Easy,1,high,
q_9_phy_ch3_076,,3.9 Momentum and Impulse,Understand,A heavy truck and a bicycle moving with the same speed are not equally easy to stop because momentum depends on:,ایک ہی رفتار سے چلتے ٹرک اور سائیکل کو روکنا برابر آسان نہیں کیونکہ مومنٹم کس پر منحصر ہے؟,Mass and velocity / کمیت اور ولاسٹی,Only colour / صرف رنگ,Only temperature / صرف درجہ حرارت,Only shape / صرف شکل,A | Mass and velocity / کمیت اور ولاسٹی,Medium,1,high,
q_9_phy_ch3_077,,3.9 Momentum and Impulse,Remember,Impulse of a force is the product F × Δt and equals the total change in momentum.,امپلس قوت کا حاصل ضرب F × Δt ہے اور مومنٹم کی کل تبدیلی کے برابر ہے۔,F × Δt = Δp / F × Δt = Δp,m × g / m × g,v × t / v × t,Gm₁m₂/r² / Gm₁m₂/r²,A | F × Δt = Δp / F × Δt = Δp,Easy,1,high,
q_9_phy_ch3_078,,3.9 Momentum and Impulse,Remember,Force in terms of momentum is given by:,مومنٹم کے لحاظ سے قوت کس سے ظاہر ہوتی ہے؟,F = Δp/Δt / F = Δp/Δt,F = p × t / F = p × t,F = m/v / F = m/v,F = v/t only / صرف F = v/t,A | F = Δp/Δt / F = Δp/Δt,Easy,1,high,
q_9_phy_ch3_079,,3.9 Momentum and Impulse,Understand,The direction of change in momentum is the direction of the force.,مومنٹم کی تبدیلی کی سمت قوت کی سمت ہوتی ہے۔,Direction of force / قوت کی سمت,Opposite to force always / ہمیشہ قوت کے مخالف,Direction of mass / کمیت کی سمت,No direction / کوئی سمت نہیں,A | Direction of force / قوت کی سمت,Medium,1,high,
q_9_phy_ch3_080,,3.9 Momentum and Impulse,Apply,A cricketer draws his hands back while catching a ball mainly to:,کرکٹر گیند پکڑتے وقت ہاتھ پیچھے کیوں لے جاتا ہے؟,Increase the time of impact and reduce force / اثر کا وقت بڑھا کر قوت کم کرنے کے لیے,Decrease the time and increase force / وقت کم کر کے قوت بڑھانے کے لیے,Remove momentum completely before contact / تماس سے پہلے مومنٹم مکمل ختم کرنے کے لیے,Increase the mass of the ball / گیند کی کمیت بڑھانے کے لیے,A | Increase the time of impact and reduce force / اثر کا وقت بڑھا کر قوت کم کرنے کے لیے,Medium,1,high,
q_9_phy_ch3_081,,3.9 Momentum and Impulse,Understand,Soft packing materials protect fragile objects by reducing the effect of quick change in momentum.,نرم پیکنگ مواد نازک اشیا کو مومنٹم کی فوری تبدیلی کے اثر کو کم کر کے محفوظ رکھتے ہیں۔,Reduce effect of quick momentum change / مومنٹم کی فوری تبدیلی کا اثر کم کرتے ہیں,Increase impact force / اثر کی قوت بڑھاتے ہیں,Remove all mass / تمام کمیت ختم کرتے ہیں,Stop gravity / کشش ثقل روک دیتے ہیں,A | Reduce effect of quick momentum change / مومنٹم کی فوری تبدیلی کا اثر کم کرتے ہیں,Medium,1,high,
q_9_phy_ch3_082,,3.9 Momentum and Impulse,Apply,"For a 15 g bullet moving at 150 m s⁻¹, the momentum is:","درج ذیل گولی کا مومنٹم معلوم کریں: m = 15 g, v = 150 m s⁻¹",2.25 kg m s⁻¹ / 2.25 کلوگرام میٹر فی سیکنڈ,22.5 kg m s⁻¹ / 22.5 کلوگرام میٹر فی سیکنڈ,0.225 kg m s⁻¹ / 0.225 کلوگرام میٹر فی سیکنڈ,150 kg m s⁻¹ / 150 کلوگرام میٹر فی سیکنڈ,A | 2.25 kg m s⁻¹ / 2.25 کلوگرام میٹر فی سیکنڈ,Medium,1,high,
q_9_phy_ch3_083,,3.9 Momentum and Impulse,Apply,"For a 10 kg block accelerating at 2 m s⁻², the applied force is:","درج ذیل بلاک پر لگنے والی قوت معلوم کریں: m = 10 kg, a = 2 m s⁻²",5 N / 5 نیوٹن,10 N / 10 نیوٹن,20 N / 20 نیوٹن,200 N / 200 نیوٹن,C | 20 N / 20 نیوٹن,Medium,1,high,
q_9_phy_ch3_084,,3.9 Momentum and Impulse,Apply,A truck of mass 3000 kg has a force of 7500 N applied to it. Its acceleration is:,"درج ذیل ٹرک کی تعجیل معلوم کریں: m = 3000 kg, F = 7500 N",2.5 m s⁻² / 2.5 میٹر فی سیکنڈ مربع,0.4 m s⁻² / 0.4 میٹر فی سیکنڈ مربع,25 m s⁻² / 25 میٹر فی سیکنڈ مربع,7500 m s⁻² / 7500 میٹر فی سیکنڈ مربع,A | 2.5 m s⁻² / 2.5 میٹر فی سیکنڈ مربع,Medium,1,high,
q_9_phy_ch3_085,,3.9 Momentum and Impulse,Apply,A cricket ball remains in contact with a bat for 4 × 10⁻³ s and the average force is 3200 N. The impulse is:,"درج ذیل صورت میں امپلس معلوم کریں: F = 3200 N, Δt = 4 × 10⁻³ s",12.8 N s / 12.8 نیوٹن سیکنڈ,0.0128 N s / 0.0128 نیوٹن سیکنڈ,800 N s / 800 نیوٹن سیکنڈ,3200 N s / 3200 نیوٹن سیکنڈ,A | 12.8 N s / 12.8 نیوٹن سیکنڈ,Medium,1,high,
q_9_phy_ch3_086,,3.9 Momentum and Impulse,Analyze,A large force acts for a very short time. Which quantity can still be calculated reliably according to the chapter?,بڑی قوت بہت کم وقت کے لیے عمل کرے۔ باب کے مطابق کون سی مقدار معتبر طور پر معلوم کی جا سکتی ہے؟,Product of force and time / قوت اور وقت کا حاصل ضرب,Exact magnitude of force only / صرف قوت کی عین مقدار,Exact time only / صرف عین وقت,Mass disappears / کمیت ختم ہو جاتی ہے,A | Product of force and time / قوت اور وقت کا حاصل ضرب,Hard,1,high,
q_9_phy_ch3_087,,3.9 Momentum and Impulse,Apply,An object of mass 5 kg changes velocity from 10 m s⁻¹ to -2 m s⁻¹ in 5 s. The force is:,"درج ذیل صورت میں قوت معلوم کریں: m = 5 kg, vi = 10 m s⁻¹, vf = -2 m s⁻¹, t = 5 s",5 N / 5 نیوٹن,-10 N / -10 نیوٹن,-12 N / -12 نیوٹن,-15 N / -15 نیوٹن,C | -12 N / -12 نیوٹن,Hard,1,high,
,1,3.10 Conservation of Momentum,,,,,,,,,,,,1
q_9_phy_ch3_088,,3.10 Conservation of Momentum,Remember,A collection of objects is known as a system.,اجسام کے مجموعے کو نظام کہتے ہیں۔,System / نظام,Friction / رگڑ,Impulse / امپلس,Balance / ترازو,A | System / نظام,Easy,1,high,
q_9_phy_ch3_089,,3.10 Conservation of Momentum,Remember,"If no external force acts on any object of a system, it is called an isolated system.",اگر کسی نظام کے کسی جسم پر بیرونی قوت عمل نہ کرے تو اسے الگ تھلگ نظام کہتے ہیں۔,Isolated system / الگ تھلگ نظام,Open system / کھلا نظام,Contact force / تلامسی قوت,Mechanical balance / مکینکی ترازو,A | Isolated system / الگ تھلگ نظام,Easy,1,high,
q_9_phy_ch3_090,,3.10 Conservation of Momentum,Remember,The principle of conservation of momentum states that final total momentum equals initial total momentum if no external force acts on an isolated system.,بقائے مومنٹم کا اصول بیان کرتا ہے کہ الگ تھلگ نظام پر بیرونی قوت نہ ہو تو آخری کل مومنٹم ابتدائی کل مومنٹم کے برابر ہوتا ہے۔,Conservation of momentum / بقائے مومنٹم,Law of friction / قانونِ رگڑ,Law of weight / قانونِ وزن,Definition of drag / ڈریگ کی تعریف,A | Conservation of momentum / بقائے مومنٹم,Easy,1,high,
q_9_phy_ch3_091,,3.10 Conservation of Momentum,Understand,"In a collision of two identical balls where the second ball is at rest, the striking ball may come to rest and the second ball starts moving with the same speed due to transfer of:","دو ایک جیسے گیندوں کے تصادم میں، جب دوسری گیند ساکن ہو، پہلی گیند رک سکتی ہے اور دوسری اسی رفتار سے چل سکتی ہے کیونکہ منتقل ہوتا ہے:",Momentum / مومنٹم,Colour / رنگ,Temperature only / صرف درجہ حرارت,Volume / حجم,A | Momentum / مومنٹم,Medium,1,high,
q_9_phy_ch3_092,,3.10 Conservation of Momentum,Understand,The principle of conservation of momentum is applicable to macro-objects and also to micro-objects like atoms and molecules.,بقائے مومنٹم کا اصول بڑے اجسام کے ساتھ ایٹموں اور سالمات جیسے خرد اجسام پر بھی لاگو ہوتا ہے۔,Macro and micro objects / بڑے اور خرد اجسام,Only cars / صرف گاڑیاں,Only liquids / صرف مائعات,Only wooden blocks / صرف لکڑی کے بلاک,A | Macro and micro objects / بڑے اور خرد اجسام,Medium,1,high,
q_9_phy_ch3_093,,3.10 Conservation of Momentum,Analyze,"When a gun fires a bullet forward, the negative sign in the recoil velocity indicates that the gun moves:",بندوق گولی کو آگے فائر کرے تو ریکوئل ولاسٹی کا منفی نشان ظاہر کرتا ہے کہ بندوق حرکت کرتی ہے:,"Backward, opposite to the bullet / گولی کے مخالف پیچھے کی طرف",Forward with the bullet / گولی کے ساتھ آگے,Upward only / صرف اوپر,It remains at rest always / یہ ہمیشہ ساکن رہتی ہے,"A | Backward, opposite to the bullet / گولی کے مخالف پیچھے کی طرف",Hard,1,high,
q_9_phy_ch3_094,,3.10 Conservation of Momentum,Apply,A ball of mass 3 kg moving with 5 m s⁻¹ collides with a stationary ball of mass 2 kg and both move together. Their common velocity is:,"درج ذیل تصادم کے بعد مشترک ولاسٹی معلوم کریں: m₁ = 3 kg, v₁ = 5 m s⁻¹, m₂ = 2 kg, v₂ = 0",3 m s⁻¹ / 3 میٹر فی سیکنڈ,5 m s⁻¹ / 5 میٹر فی سیکنڈ,2 m s⁻¹ / 2 میٹر فی سیکنڈ,15 m s⁻¹ / 15 میٹر فی سیکنڈ,A | 3 m s⁻¹ / 3 میٹر فی سیکنڈ,Medium,1,high,
q_9_phy_ch3_095,,3.10 Conservation of Momentum,Apply,A 5 g bullet moves at 300 m s⁻¹ from a gun of mass 10 kg. The recoil speed of the gun is:,"درج ذیل صورت میں بندوق کی ریکوئل سپیڈ معلوم کریں: m_bullet = 5 g, v_bullet = 300 m s⁻¹, m_gun = 10 kg",-0.15 m s⁻¹ / -0.15 میٹر فی سیکنڈ,0.15 N / 0.15 نیوٹن,-15 m s⁻¹ / -15 میٹر فی سیکنڈ,300 m s⁻¹ / 300 میٹر فی سیکنڈ,A | -0.15 m s⁻¹ / -0.15 میٹر فی سیکنڈ,Hard,1,high,
q_9_phy_ch3_096,,3.10 Conservation of Momentum,Apply,A 10 kg block has a horizontal force of 5 N applied on a smooth surface. Its acceleration is:,ہموار سطح پر 10 kg بلاک پر 5 N افقی قوت لگائی گئی۔ اس کی تعجیل ہے:,0.5 m s⁻² / 0.5 میٹر فی سیکنڈ مربع,2.5 m s⁻² / 2.5 میٹر فی سیکنڈ مربع,5 m s⁻² / 5 میٹر فی سیکنڈ مربع,50 m s⁻² / 50 میٹر فی سیکنڈ مربع,A | 0.5 m s⁻² / 0.5 میٹر فی سیکنڈ مربع,Medium,1,high,
q_9_phy_ch3_097,,3.10 Conservation of Momentum,Apply,"For the same 10 kg block with acceleration 0.5 m s⁻², its velocity after 5 seconds from rest is:","اسی 10 kg بلاک کے لیے، اگر a = 0.5 m s⁻² ہو تو سکون سے 5 s بعد ولاسٹی ہے:",0.5 m s⁻¹ / 0.5 میٹر فی سیکنڈ,2.5 m s⁻¹ / 2.5 میٹر فی سیکنڈ,5 m s⁻¹ / 5 میٹر فی سیکنڈ,25 m s⁻¹ / 25 میٹر فی سیکنڈ,B | 2.5 m s⁻¹ / 2.5 میٹر فی سیکنڈ,Medium,1,high,
q_9_phy_ch3_098,,3.10 Conservation of Momentum,Apply,A ball of mass 0.4 kg rebounds upward after falling from 1.8 m to a height of 0.8 m. The impulse applied by the floor is:,"فرش کی طرف سے لگنے والا امپلس معلوم کریں: m = 0.4 kg, drop height = 1.8 m, rebound height = 0.8 m",4 N s upward / 4 نیوٹن سیکنڈ اوپر کی طرف,4 N s downward / 4 نیوٹن سیکنڈ نیچے کی طرف,0.4 N s upward / 0.4 نیوٹن سیکنڈ اوپر کی طرف,8 N s upward / 8 نیوٹن سیکنڈ اوپر کی طرف,A | 4 N s upward / 4 نیوٹن سیکنڈ اوپر کی طرف,Hard,1,high,
q_9_phy_ch3_099,,3.10 Conservation of Momentum,Apply,"Two balls of masses 0.2 kg and 0.4 kg move towards each other with velocities 20 m s⁻¹ and 5 m s⁻¹ respectively. After collision, the 0.2 kg ball becomes 6 m s⁻¹. The velocity of the 0.4 kg ball is:","درج ذیل تصادم کے بعد 0.4 kg گیند کی ولاسٹی معلوم کریں: m₁ = 0.2 kg, m₂ = 0.4 kg, v₁ = 20 m s⁻¹, v₂ = 5 m s⁻¹, v₁' = 6 m s⁻¹",2 m s⁻¹ / 2 میٹر فی سیکنڈ,6 m s⁻¹ / 6 میٹر فی سیکنڈ,20 m s⁻¹ / 20 میٹر فی سیکنڈ,5 m s⁻¹ / 5 میٹر فی سیکنڈ,A | 2 m s⁻¹ / 2 میٹر فی سیکنڈ,Hard,1,high,
