question_hash,active,topic,bloom_level,question,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
sep_10_q1c_0012,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 9 - The Road Not Taken,Topic,,,,,,,,,,1
q_10_q1c_0105,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 9 - The Road Not Taken,Understand,The word “ages” means:,opened or loosened,receive property after death,a very long time,making a hole,C | a very long time,Medium,1,PRO,1
q_10_q1c_0106,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 9 - The Road Not Taken,Understand,The word “diverged” means:,unable to be separated,split or branched off,got away,injured,B | split or branched off,Medium,1,PRO,1
q_10_q1c_0107,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 9 - The Road Not Taken,Understand,The word “doubted” means:,felt uncertain,put to death,arrival or beginning,shared by both sides,A | felt uncertain,Medium,1,PRO,1
q_10_q1c_0108,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 9 - The Road Not Taken,Understand,The word “perhaps” means:,looking steadily,included,treated cruelly or unfairly,maybe,D | maybe,Medium,1,PRO,1
q_10_q1c_0109,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 9 - The Road Not Taken,Understand,The word “trodden” means:,investigate,male-dominated social system,walked on,welcomed someone,C | walked on,Medium,1,PRO,1
q_10_q1c_0110,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 9 - The Road Not Taken,Understand,The word “sigh” means:,important or well-known,deep breath showing emotion,occur or take place,fighting or conflict,B | deep breath showing emotion,Medium,1,PRO,1
q_10_q1c_0111,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 9 - The Road Not Taken,Understand,The word “undergrowth” means:,thick bushes under trees,needed or essential,responsible for actions,changes for improvement,A | thick bushes under trees,Medium,1,ULTRA,1
q_10_q1c_0112,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 9 - The Road Not Taken,Understand,The word “worn” means:,felt sorry for wrongdoing,included in a group,closely connected,used or damaged,D | used or damaged,Medium,1,PRO,1
sep_10_q1c_0013,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Topic,,,,,,,,,,1
q_10_q1c_0113,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “alone” means:,raised to a higher level,found over a large area,by yourself,became conscious again,C | by yourself,Medium,1,PRO,1
q_10_q1c_0114,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “attentive” means:,a signal light,paying close attention,prize for good action,freedom from slavery,B | paying close attention,Medium,1,PRO,1
q_10_q1c_0115,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “certain” means:,sure or confident,small digging tool,gave special importance,producing flowers,A | sure or confident,Medium,1,PRO,1
q_10_q1c_0116,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “crouching” means:,entrance or doorway,related to money,shining with warmth,bending low,D | bending low,Medium,1,PRO,1
q_10_q1c_0117,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “digging” means:,receive property after death,freedom from war,making a hole,opened or loosened,C | making a hole,Medium,1,PRO,1
q_10_q1c_0118,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “escaped” means:,deep satisfaction,got away,injured,unable to be separated,B | got away,Medium,1,PRO,1
q_10_q1c_0119,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “executed” means:,put to death,arrival or beginning,shared by both sides,rise high in air,A | put to death,Medium,1,PRO,1
q_10_q1c_0120,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “gazing” means:,included,treated cruelly or unfairly,make great efforts,looking steadily,D | looking steadily,Medium,1,PRO,1
q_10_q1c_0121,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “greeted” means:,male-dominated social system,shortened forms,welcomed someone,investigate,C | welcomed someone,Medium,1,PRO,1
q_10_q1c_0122,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “happen” means:,causing disagreement,occur or take place,fighting or conflict,important or well-known,B | occur or take place,Medium,1,PRO,1
q_10_q1c_0123,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “necessary” means:,needed or essential,responsible for actions,changes for improvement,an informal talk,A | needed or essential,Medium,1,PRO,1
q_10_q1c_0124,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “repented” means:,included in a group,closely connected,develop gradually,felt sorry for wrongdoing,D | felt sorry for wrongdoing,Medium,1,PRO,1
q_10_q1c_0125,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “revived” means:,found over a large area,revelation of something,became conscious again,raised to a higher level,C | became conscious again,Medium,1,PRO,1
q_10_q1c_0126,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “reward” means:,extremely interesting,prize for good action,freedom from slavery,a signal light,B | prize for good action,Medium,1,PRO,1
q_10_q1c_0127,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “spade” means:,small digging tool,gave special importance,producing flowers,ability to be modified,A | small digging tool,Medium,1,PRO,1
q_10_q1c_0128,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “threshold” means:,related to money,shining with warmth,stylised picture symbols,entrance or doorway,D | entrance or doorway,Medium,1,PRO,1
q_10_q1c_0129,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “unfastened” means:,freedom from war,combination of elements,opened or loosened,receive property after death,C | opened or loosened,Medium,1,ULTRA,1
q_10_q1c_0130,1,ENGLISH_A | Q1(c) WORD MEANINGS | UNIT 10 - The Three Questions,Understand,The word “wounded” means:,including all,injured,unable to be separated,deep satisfaction,B | injured,Medium,1,PRO,1
